Parameter Settings:
alpha = 0.1
gamma = 0.9
zeta = 0.1
block position = [(2.0, 8.0), (4.0, 8.0), (7.0, 7.0), (11.0, 3.0), (5.0, 7.0), (7.0, 3.0), (1.0, 5.0), (2.0, 6.0), (10.0, 5.0), (7.0, 1.0), (10.0, 4.0), (5.0, 6.0), (3.0, 3.0), (9.0, 4.0), (6.0, 2.0)]
VICTIM position = [(10.0, 1.0), (1.0, 7.0), (3.0, 1.0), (9.0, 6.0), (1.0, 8.0), (12.0, 8.0), (11.0, 8.0), (4.0, 7.0), (11.0, 7.0), (12.0, 7.0), (12.0, 3.0), (7.0, 8.0), (9.0, 5.0), (4.0, 6.0), (5.0, 4.0), (10.0, 6.0), (4.0, 4.0), (11.0, 2.0), (3.0, 2.0), (11.0, 1.0)]
Turn     Block     VICTIM     Hit     TurnStep     TotalStep     
1        15        20          64        137           137                  9.133333333333333
2        15        20          100        152           289                  9.32258064516129
3        15        20          139        122           411                  8.74468085106383
4        15        20          269        311           722                  11.107692307692307
5        15        20          339        223           945                  10.988372093023257
6        15        20          390        172           1117                  10.844660194174757
7        15        20          416        119           1236                  10.38655462184874
8        15        20          445        99           1335                  9.88888888888889
9        15        20          477        249           1584                  10.490066225165563
10        15        20          521        234           1818                  10.821428571428571
11        15        20          554        131           1949                  10.592391304347826
12        15        20          572        153           2102                  10.51
13        15        20          597        149           2251                  10.373271889400922
